,GRTS.Cell.ID,Quadrant,Night,LACI,LANO,MYCA,MYEV,MYLU,MYVO,MYYU,Year,Lat,Long,sset,srise,mrise,mset,GRTS_ID,Name,SiteName,Elevation,Habitat.Type,Feature.Sampled,Distance.to.Clutter..m.,Percent.Clutter,Water.Nearby,WaterDist,WaterType,Region,nightlen,observationtime,mtime,mtime2h,Nightly.Mean.Temp,Nightly.Min.Temp,Nightly.Max.Temp,Nightly.Mean.RH,Nightly.Min.RH,Nightly.Max.RH,Nightly.Precipitation,Nightly.Mean.Windsp,ddclim,WeatherSource,strm_dist,lake_dist,harv_dist,harv_year,road_dist,rnum,jNight,jNightM15,Habitat2,TLength,SpeciesGroup,SpeciesFullPool,SpeciesSingleton,SpeciesPartPool,Site_key
181,206,Transects,2021-07-29,0,0,0,0,8,1,0,2021,55.87387,-133.21478,2021-07-29 21:04,2021-07-30 04:54,2021-07-29T23:19:18,,206,POW,,,,,,,,,,Alaska,0.326481481,0.368148148,0.232893519,0.01025463,14.76666667,12.8,17.2,92.22222222,84,97,0,0.077160494,230.3520354,Meteostat,,,,,,254,210,75,,48.88809967,MYEV,0,0,0,206
239,206,Transects,2021-07-29,0,0,0,0,8,1,0,2021,55.87387,-133.21478,2021-07-29 21:04,2021-07-30 04:54,2021-07-29T23:19:18,,206,POW,,,,,,,,,,Alaska,0.326481481,0.368148148,0.232893519,0.01025463,14.76666667,12.8,17.2,92.22222222,84,97,0,0.077160494,230.3520354,Meteostat,,,,,,254,210,75,,48.88809967,MYLU,8,8,8,206
297,206,Transects,2021-07-29,0,0,0,0,8,1,0,2021,55.87387,-133.21478,2021-07-29 21:04,2021-07-30 04:54,2021-07-29T23:19:18,,206,POW,,,,,,,,,,Alaska,0.326481481,0.368148148,0.232893519,0.01025463,14.76666667,12.8,17.2,92.22222222,84,97,0,0.077160494,230.3520354,Meteostat,,,,,,254,210,75,,48.88809967,MYVO,1,1,1,206
355,206,Transects,2021-07-29,0,0,0,0,8,1,0,2021,55.87387,-133.21478,2021-07-29 21:04,2021-07-30 04:54,2021-07-29T23:19:18,,206,POW,,,,,,,,,,Alaska,0.326481481,0.368148148,0.232893519,0.01025463,14.76666667,12.8,17.2,92.22222222,84,97,0,0.077160494,230.3520354,Meteostat,,,,,,254,210,75,,48.88809967,MYYU,0,0,0,206
29,18318,Transects,2022-06-17,0,2,2,0,4,1,0,2022,56.2452,-132.09366,2022-06-17 21:39,2022-06-18 03:59,2022-06-18T00:52:05,,18318,Wrangell,,,,,,,,,,Alaska,0.263680556,0.305347222,0.130034722,0.0503125,11.35714286,10,13.3,90.14285714,84,96,0,0.801587302,117.5998418,Meteostat,,,,,,856,168,33,,38.09939957,LACI,0,0,0,18318
87,18318,Transects,2022-06-17,0,2,2,0,4,1,0,2022,56.2452,-132.09366,2022-06-17 21:39,2022-06-18 03:59,2022-06-18T00:52:05,,18318,Wrangell,,,,,,,,,,Alaska,0.263680556,0.305347222,0.130034722,0.0503125,11.35714286,10,13.3,90.14285714,84,96,0,0.801587302,117.5998418,Meteostat,,,,,,856,168,33,,38.09939957,LANO,2,2,2,18318
145,18318,Transects,2022-06-17,0,2,2,0,4,1,0,2022,56.2452,-132.09366,2022-06-17 21:39,2022-06-18 03:59,2022-06-18T00:52:05,,18318,Wrangell,,,,,,,,,,Alaska,0.263680556,0.305347222,0.130034722,0.0503125,11.35714286,10,13.3,90.14285714,84,96,0,0.801587302,117.5998418,Meteostat,,,,,,856,168,33,,38.09939957,MYCA,2,2,2,18318
203,18318,Transects,2022-06-17,0,2,2,0,4,1,0,2022,56.2452,-132.09366,2022-06-17 21:39,2022-06-18 03:59,2022-06-18T00:52:05,,18318,Wrangell,,,,,,,,,,Alaska,0.263680556,0.305347222,0.130034722,0.0503125,11.35714286,10,13.3,90.14285714,84,96,0,0.801587302,117.5998418,Meteostat,,,,,,856,168,33,,38.09939957,MYEV,0,0,0,18318
261,18318,Transects,2022-06-17,0,2,2,0,4,1,0,2022,56.2452,-132.09366,2022-06-17 21:39,2022-06-18 03:59,2022-06-18T00:52:05,,18318,Wrangell,,,,,,,,,,Alaska,0.263680556,0.305347222,0.130034722,0.0503125,11.35714286,10,13.3,90.14285714,84,96,0,0.801587302,117.5998418,Meteostat,,,,,,856,168,33,,38.09939957,MYLU,4,4,4,18318
319,18318,Transects,2022-06-17,0,2,2,0,4,1,0,2022,56.2452,-132.09366,2022-06-17 21:39,2022-06-18 03:59,2022-06-18T00:52:05,,18318,Wrangell,,,,,,,,,,Alaska,0.263680556,0.305347222,0.130034722,0.0503125,11.35714286,10,13.3,90.14285714,84,96,0,0.801587302,117.5998418,Meteostat,,,,,,856,168,33,,38.09939957,MYVO,1,1,1,18318
377,18318,Transects,2022-06-17,0,2,2,0,4,1,0,2022,56.2452,-132.09366,2022-06-17 21:39,2022-06-18 03:59,2022-06-18T00:52:05,,18318,Wrangell,,,,,,,,,,Alaska,0.263680556,0.305347222,0.130034722,0.0503125,11.35714286,10,13.3,90.14285714,84,96,0,0.801587302,117.5998418,Meteostat,,,,,,856,168,33,,38.09939957,MYYU,0,0,0,18318
50,47310,Transects,2022-06-24,0,1,0,4,8,7,0,2022,55.48978,-131.59868,2022-06-24 21:33,2022-06-25 04:04,2022-06-25T01:58:39,,47310,Ketchikan,,,,,,,,,,Alaska,0.271956019,0.313622685,0.087662037,0.100960648,10.55714286,8.3,15,85.28571429,72,93,0,0.373015873,112.1154779,Meteostat,,,,,,2114,175,40,,47.06299973,LACI,0,0,0,47310
108,47310,Transects,2022-06-24,0,1,0,4,8,7,0,2022,55.48978,-131.59868,2022-06-24 21:33,2022-06-25 04:04,2022-06-25T01:58:39,,47310,Ketchikan,,,,,,,,,,Alaska,0.271956019,0.313622685,0.087662037,0.100960648,10.55714286,8.3,15,85.28571429,72,93,0,0.373015873,112.1154779,Meteostat,,,,,,2114,175,40,,47.06299973,LANO,1,1,1,47310
166,47310,Transects,2022-06-24,0,1,0,4,8,7,0,2022,55.48978,-131.59868,2022-06-24 21:33,2022-06-25 04:04,2022-06-25T01:58:39,,47310,Ketchikan,,,,,,,,,,Alaska,0.271956019,0.313622685,0.087662037,0.100960648,10.55714286,8.3,15,85.28571429,72,93,0,0.373015873,112.1154779,Meteostat,,,,,,2114,175,40,,47.06299973,MYCA,0,0,0,47310
224,47310,Transects,2022-06-24,0,1,0,4,8,7,0,2022,55.48978,-131.59868,2022-06-24 21:33,2022-06-25 04:04,2022-06-25T01:58:39,,47310,Ketchikan,,,,,,,,,,Alaska,0.271956019,0.313622685,0.087662037,0.100960648,10.55714286,8.3,15,85.28571429,72,93,0,0.373015873,112.1154779,Meteostat,,,,,,2114,175,40,,47.06299973,MYEV,4,4,4,47310
282,47310,Transects,2022-06-24,0,1,0,4,8,7,0,2022,55.48978,-131.59868,2022-06-24 21:33,2022-06-25 04:04,2022-06-25T01:58:39,,47310,Ketchikan,,,,,,,,,,Alaska,0.271956019,0.313622685,0.087662037,0.100960648,10.55714286,8.3,15,85.28571429,72,93,0,0.373015873,112.1154779,Meteostat,,,,,,2114,175,40,,47.06299973,MYLU,8,8,8,47310
340,47310,Transects,2022-06-24,0,1,0,4,8,7,0,2022,55.48978,-131.59868,2022-06-24 21:33,2022-06-25 04:04,2022-06-25T01:58:39,,47310,Ketchikan,,,,,,,,,,Alaska,0.271956019,0.313622685,0.087662037,0.100960648,10.55714286,8.3,15,85.28571429,72,93,0,0.373015873,112.1154779,Meteostat,,,,,,2114,175,40,,47.06299973,MYVO,7,7,7,47310
398,47310,Transects,2022-06-24,0,1,0,4,8,7,0,2022,55.48978,-131.59868,2022-06-24 21:33,2022-06-25 04:04,2022-06-25T01:58:39,,47310,Ketchikan,,,,,,,,,,Alaska,0.271956019,0.313622685,0.087662037,0.100960648,10.55714286,8.3,15,85.28571429,72,93,0,0.373015873,112.1154779,Meteostat,,,,,,2114,175,40,,47.06299973,MYYU,0,0,0,47310
30,18318,Transects,2022-06-28,0,0,0,0,0,0,0,2022,56.2452,-132.09366,2022-06-28 21:40,2022-06-29 04:03,2022-06-29T03:55:30,2022-06-28T22:16:07,18318,Wrangell,,,,,,,,,,Alaska,0.26619213,0.307858796,-0.23568287,0.17724537,16,15,16.7,84,80,87,0,1.23015873,162.6052146,Meteostat,,,,,,857,179,44,,38.09939957,LACI,0,0,0,18318
51,47310,Transects,2022-06-28,0,0,2,0,2,3,0,2022,55.48978,-131.59868,2022-06-28 21:32,2022-06-29 04:07,2022-06-29T04:00:58,2022-06-28T22:06:32,47310,Ketchikan,,,,,,,,,,Alaska,0.274050926,0.315717593,-0.246134259,0.186342593,13.38571429,13.3,13.9,92.57142857,90,93,0,2.222222222,138.3854701,Meteostat,,,,,,2115,179,44,,47.06299973,LACI,0,0,0,47310
88,18318,Transects,2022-06-28,0,0,0,0,0,0,0,2022,56.2452,-132.09366,2022-06-28 21:40,2022-06-29 04:03,2022-06-29T03:55:30,2022-06-28T22:16:07,18318,Wrangell,,,,,,,,,,Alaska,0.26619213,0.307858796,-0.23568287,0.17724537,16,15,16.7,84,80,87,0,1.23015873,162.6052146,Meteostat,,,,,,857,179,44,,38.09939957,LANO,0,0,0,18318
109,47310,Transects,2022-06-28,0,0,2,0,2,3,0,2022,55.48978,-131.59868,2022-06-28 21:32,2022-06-29 04:07,2022-06-29T04:00:58,2022-06-28T22:06:32,47310,Ketchikan,,,,,,,,,,Alaska,0.274050926,0.315717593,-0.246134259,0.186342593,13.38571429,13.3,13.9,92.57142857,90,93,0,2.222222222,138.3854701,Meteostat,,,,,,2115,179,44,,47.06299973,LANO,0,0,0,47310
146,18318,Transects,2022-06-28,0,0,0,0,0,0,0,2022,56.2452,-132.09366,2022-06-28 21:40,2022-06-29 04:03,2022-06-29T03:55:30,2022-06-28T22:16:07,18318,Wrangell,,,,,,,,,,Alaska,0.26619213,0.307858796,-0.23568287,0.17724537,16,15,16.7,84,80,87,0,1.23015873,162.6052146,Meteostat,,,,,,857,179,44,,38.09939957,MYCA,0,0,0,18318
167,47310,Transects,2022-06-28,0,0,2,0,2,3,0,2022,55.48978,-131.59868,2022-06-28 21:32,2022-06-29 04:07,2022-06-29T04:00:58,2022-06-28T22:06:32,47310,Ketchikan,,,,,,,,,,Alaska,0.274050926,0.315717593,-0.246134259,0.186342593,13.38571429,13.3,13.9,92.57142857,90,93,0,2.222222222,138.3854701,Meteostat,,,,,,2115,179,44,,47.06299973,MYCA,2,2,2,47310
204,18318,Transects,2022-06-28,0,0,0,0,0,0,0,2022,56.2452,-132.09366,2022-06-28 21:40,2022-06-29 04:03,2022-06-29T03:55:30,2022-06-28T22:16:07,18318,Wrangell,,,,,,,,,,Alaska,0.26619213,0.307858796,-0.23568287,0.17724537,16,15,16.7,84,80,87,0,1.23015873,162.6052146,Meteostat,,,,,,857,179,44,,38.09939957,MYEV,0,0,0,18318
225,47310,Transects,2022-06-28,0,0,2,0,2,3,0,2022,55.48978,-131.59868,2022-06-28 21:32,2022-06-29 04:07,2022-06-29T04:00:58,2022-06-28T22:06:32,47310,Ketchikan,,,,,,,,,,Alaska,0.274050926,0.315717593,-0.246134259,0.186342593,13.38571429,13.3,13.9,92.57142857,90,93,0,2.222222222,138.3854701,Meteostat,,,,,,2115,179,44,,47.06299973,MYEV,0,0,0,47310
262,18318,Transects,2022-06-28,0,0,0,0,0,0,0,2022,56.2452,-132.09366,2022-06-28 21:40,2022-06-29 04:03,2022-06-29T03:55:30,2022-06-28T22:16:07,18318,Wrangell,,,,,,,,,,Alaska,0.26619213,0.307858796,-0.23568287,0.17724537,16,15,16.7,84,80,87,0,1.23015873,162.6052146,Meteostat,,,,,,857,179,44,,38.09939957,MYLU,0,0,0,18318
283,47310,Transects,2022-06-28,0,0,2,0,2,3,0,2022,55.48978,-131.59868,2022-06-28 21:32,2022-06-29 04:07,2022-06-29T04:00:58,2022-06-28T22:06:32,47310,Ketchikan,,,,,,,,,,Alaska,0.274050926,0.315717593,-0.246134259,0.186342593,13.38571429,13.3,13.9,92.57142857,90,93,0,2.222222222,138.3854701,Meteostat,,,,,,2115,179,44,,47.06299973,MYLU,2,2,2,47310
320,18318,Transects,2022-06-28,0,0,0,0,0,0,0,2022,56.2452,-132.09366,2022-06-28 21:40,2022-06-29 04:03,2022-06-29T03:55:30,2022-06-28T22:16:07,18318,Wrangell,,,,,,,,,,Alaska,0.26619213,0.307858796,-0.23568287,0.17724537,16,15,16.7,84,80,87,0,1.23015873,162.6052146,Meteostat,,,,,,857,179,44,,38.09939957,MYVO,0,0,0,18318
341,47310,Transects,2022-06-28,0,0,2,0,2,3,0,2022,55.48978,-131.59868,2022-06-28 21:32,2022-06-29 04:07,2022-06-29T04:00:58,2022-06-28T22:06:32,47310,Ketchikan,,,,,,,,,,Alaska,0.274050926,0.315717593,-0.246134259,0.186342593,13.38571429,13.3,13.9,92.57142857,90,93,0,2.222222222,138.3854701,Meteostat,,,,,,2115,179,44,,47.06299973,MYVO,3,3,3,47310
378,18318,Transects,2022-06-28,0,0,0,0,0,0,0,2022,56.2452,-132.09366,2022-06-28 21:40,2022-06-29 04:03,2022-06-29T03:55:30,2022-06-28T22:16:07,18318,Wrangell,,,,,,,,,,Alaska,0.26619213,0.307858796,-0.23568287,0.17724537,16,15,16.7,84,80,87,0,1.23015873,162.6052146,Meteostat,,,,,,857,179,44,,38.09939957,MYYU,0,0,0,18318
399,47310,Transects,2022-06-28,0,0,2,0,2,3,0,2022,55.48978,-131.59868,2022-06-28 21:32,2022-06-29 04:07,2022-06-29T04:00:58,2022-06-28T22:06:32,47310,Ketchikan,,,,,,,,,,Alaska,0.274050926,0.315717593,-0.246134259,0.186342593,13.38571429,13.3,13.9,92.57142857,90,93,0,2.222222222,138.3854701,Meteostat,,,,,,2115,179,44,,47.06299973,MYYU,0,0,0,47310
18,5006,Transects,2022-07-01,0,8,0,2,9,3,0,2022,56.59215,-132.7485,2022-07-01 21:44,2022-07-02 04:06,,2022-07-01T23:49:48,5006,Petersburg,,,,,,,,,,Alaska,0.265069444,0.306736111,0.087141204,0.00380787,15.57142857,15,16.7,80,75,83,0,0.642857143,142.7056672,Meteostat,,,,,,567,182,47,,49.30189896,LACI,0,0,0,5006
76,5006,Transects,2022-07-01,0,8,0,2,9,3,0,2022,56.59215,-132.7485,2022-07-01 21:44,2022-07-02 04:06,,2022-07-01T23:49:48,5006,Petersburg,,,,,,,,,,Alaska,0.265069444,0.306736111,0.087141204,0.00380787,15.57142857,15,16.7,80,75,83,0,0.642857143,142.7056672,Meteostat,,,,,,567,182,47,,49.30189896,LANO,8,8,8,5006
134,5006,Transects,2022-07-01,0,8,0,2,9,3,0,2022,56.59215,-132.7485,2022-07-01 21:44,2022-07-02 04:06,,2022-07-01T23:49:48,5006,Petersburg,,,,,,,,,,Alaska,0.265069444,0.306736111,0.087141204,0.00380787,15.57142857,15,16.7,80,75,83,0,0.642857143,142.7056672,Meteostat,,,,,,567,182,47,,49.30189896,MYCA,0,0,0,5006
192,5006,Transects,2022-07-01,0,8,0,2,9,3,0,2022,56.59215,-132.7485,2022-07-01 21:44,2022-07-02 04:06,,2022-07-01T23:49:48,5006,Petersburg,,,,,,,,,,Alaska,0.265069444,0.306736111,0.087141204,0.00380787,15.57142857,15,16.7,80,75,83,0,0.642857143,142.7056672,Meteostat,,,,,,567,182,47,,49.30189896,MYEV,2,2,2,5006
250,5006,Transects,2022-07-01,0,8,0,2,9,3,0,2022,56.59215,-132.7485,2022-07-01 21:44,2022-07-02 04:06,,2022-07-01T23:49:48,5006,Petersburg,,,,,,,,,,Alaska,0.265069444,0.306736111,0.087141204,0.00380787,15.57142857,15,16.7,80,75,83,0,0.642857143,142.7056672,Meteostat,,,,,,567,182,47,,49.30189896,MYLU,9,9,9,5006
308,5006,Transects,2022-07-01,0,8,0,2,9,3,0,2022,56.59215,-132.7485,2022-07-01 21:44,2022-07-02 04:06,,2022-07-01T23:49:48,5006,Petersburg,,,,,,,,,,Alaska,0.265069444,0.306736111,0.087141204,0.00380787,15.57142857,15,16.7,80,75,83,0,0.642857143,142.7056672,Meteostat,,,,,,567,182,47,,49.30189896,MYVO,3,3,3,5006
366,5006,Transects,2022-07-01,0,8,0,2,9,3,0,2022,56.59215,-132.7485,2022-07-01 21:44,2022-07-02 04:06,,2022-07-01T23:49:48,5006,Petersburg,,,,,,,,,,Alaska,0.265069444,0.306736111,0.087141204,0.00380787,15.57142857,15,16.7,80,75,83,0,0.642857143,142.7056672,Meteostat,,,,,,567,182,47,,49.30189896,MYYU,0,0,0,5006
19,5006,Transects,2022-07-07,0,0,0,1,3,2,0,2022,56.59215,-132.7485,2022-07-07 21:39,2022-07-08 04:12,,2022-07-08T00:40:25,5006,Petersburg,,,,,,,,,,Alaska,0.272662037,0.314328704,0.125335648,0.042002315,12.11428571,12,12.2,99.57142857,97,100,6,0.301587302,185.1556672,Meteostat,,,,,,568,188,53,,49.30189896,LACI,0,0,0,5006
77,5006,Transects,2022-07-07,0,0,0,1,3,2,0,2022,56.59215,-132.7485,2022-07-07 21:39,2022-07-08 04:12,,2022-07-08T00:40:25,5006,Petersburg,,,,,,,,,,Alaska,0.272662037,0.314328704,0.125335648,0.042002315,12.11428571,12,12.2,99.57142857,97,100,6,0.301587302,185.1556672,Meteostat,,,,,,568,188,53,,49.30189896,LANO,0,0,0,5006
135,5006,Transects,2022-07-07,0,0,0,1,3,2,0,2022,56.59215,-132.7485,2022-07-07 21:39,2022-07-08 04:12,,2022-07-08T00:40:25,5006,Petersburg,,,,,,,,,,Alaska,0.272662037,0.314328704,0.125335648,0.042002315,12.11428571,12,12.2,99.57142857,97,100,6,0.301587302,185.1556672,Meteostat,,,,,,568,188,53,,49.30189896,MYCA,0,0,0,5006
193,5006,Transects,2022-07-07,0,0,0,1,3,2,0,2022,56.59215,-132.7485,2022-07-07 21:39,2022-07-08 04:12,,2022-07-08T00:40:25,5006,Petersburg,,,,,,,,,,Alaska,0.272662037,0.314328704,0.125335648,0.042002315,12.11428571,12,12.2,99.57142857,97,100,6,0.301587302,185.1556672,Meteostat,,,,,,568,188,53,,49.30189896,MYEV,1,1,1,5006
251,5006,Transects,2022-07-07,0,0,0,1,3,2,0,2022,56.59215,-132.7485,2022-07-07 21:39,2022-07-08 04:12,,2022-07-08T00:40:25,5006,Petersburg,,,,,,,,,,Alaska,0.272662037,0.314328704,0.125335648,0.042002315,12.11428571,12,12.2,99.57142857,97,100,6,0.301587302,185.1556672,Meteostat,,,,,,568,188,53,,49.30189896,MYLU,3,3,3,5006
309,5006,Transects,2022-07-07,0,0,0,1,3,2,0,2022,56.59215,-132.7485,2022-07-07 21:39,2022-07-08 04:12,,2022-07-08T00:40:25,5006,Petersburg,,,,,,,,,,Alaska,0.272662037,0.314328704,0.125335648,0.042002315,12.11428571,12,12.2,99.57142857,97,100,6,0.301587302,185.1556672,Meteostat,,,,,,568,188,53,,49.30189896,MYVO,2,2,2,5006
367,5006,Transects,2022-07-07,0,0,0,1,3,2,0,2022,56.59215,-132.7485,2022-07-07 21:39,2022-07-08 04:12,,2022-07-08T00:40:25,5006,Petersburg,,,,,,,,,,Alaska,0.272662037,0.314328704,0.125335648,0.042002315,12.11428571,12,12.2,99.57142857,97,100,6,0.301587302,185.1556672,Meteostat,,,,,,568,188,53,,49.30189896,MYYU,0,0,0,5006
42,34338,Transects,2022-07-08,0,0,0,0,0,0,0,2022,59.46394,-139.59129,2022-07-08 22:30,2022-07-09 04:17,,2022-07-09T01:04:27,34338,Yakutat,,,,,,,,,,Alaska,0.240787037,0.282453704,0.106956019,0.023622685,12.78333333,12.2,13.3,88.33333333,86,93,0,3.027777778,134.1640788,Meteostat,,,,,,1768,189,54,,25.78700066,LACI,0,0,0,34338
100,34338,Transects,2022-07-08,0,0,0,0,0,0,0,2022,59.46394,-139.59129,2022-07-08 22:30,2022-07-09 04:17,,2022-07-09T01:04:27,34338,Yakutat,,,,,,,,,,Alaska,0.240787037,0.282453704,0.106956019,0.023622685,12.78333333,12.2,13.3,88.33333333,86,93,0,3.027777778,134.1640788,Meteostat,,,,,,1768,189,54,,25.78700066,LANO,0,0,0,34338
158,34338,Transects,2022-07-08,0,0,0,0,0,0,0,2022,59.46394,-139.59129,2022-07-08 22:30,2022-07-09 04:17,,2022-07-09T01:04:27,34338,Yakutat,,,,,,,,,,Alaska,0.240787037,0.282453704,0.106956019,0.023622685,12.78333333,12.2,13.3,88.33333333,86,93,0,3.027777778,134.1640788,Meteostat,,,,,,1768,189,54,,25.78700066,MYCA,0,0,0,34338
216,34338,Transects,2022-07-08,0,0,0,0,0,0,0,2022,59.46394,-139.59129,2022-07-08 22:30,2022-07-09 04:17,,2022-07-09T01:04:27,34338,Yakutat,,,,,,,,,,Alaska,0.240787037,0.282453704,0.106956019,0.023622685,12.78333333,12.2,13.3,88.33333333,86,93,0,3.027777778,134.1640788,Meteostat,,,,,,1768,189,54,,25.78700066,MYEV,0,0,0,34338
274,34338,Transects,2022-07-08,0,0,0,0,0,0,0,2022,59.46394,-139.59129,2022-07-08 22:30,2022-07-09 04:17,,2022-07-09T01:04:27,34338,Yakutat,,,,,,,,,,Alaska,0.240787037,0.282453704,0.106956019,0.023622685,12.78333333,12.2,13.3,88.33333333,86,93,0,3.027777778,134.1640788,Meteostat,,,,,,1768,189,54,,25.78700066,MYLU,0,0,0,34338
332,34338,Transects,2022-07-08,0,0,0,0,0,0,0,2022,59.46394,-139.59129,2022-07-08 22:30,2022-07-09 04:17,,2022-07-09T01:04:27,34338,Yakutat,,,,,,,,,,Alaska,0.240787037,0.282453704,0.106956019,0.023622685,12.78333333,12.2,13.3,88.33333333,86,93,0,3.027777778,134.1640788,Meteostat,,,,,,1768,189,54,,25.78700066,MYVO,0,0,0,34338
390,34338,Transects,2022-07-08,0,0,0,0,0,0,0,2022,59.46394,-139.59129,2022-07-08 22:30,2022-07-09 04:17,,2022-07-09T01:04:27,34338,Yakutat,,,,,,,,,,Alaska,0.240787037,0.282453704,0.106956019,0.023622685,12.78333333,12.2,13.3,88.33333333,86,93,0,3.027777778,134.1640788,Meteostat,,,,,,1768,189,54,,25.78700066,MYYU,0,0,0,34338
8,206,Transects,2022-07-13,0,0,0,2,0,2,0,2022,55.87387,-133.21478,2022-07-13 21:30,2022-07-14 04:27,2022-07-13T22:28:25,,206,POW,,,,,,,,,,Alaska,0.28974537,0.331412037,0.249409722,0,11.9,11.7,12.8,87.57142857,83,89,4,0.587301587,190.9742769,Meteostat,,,,,,255,194,59,,48.88809967,LACI,0,0,0,206
66,206,Transects,2022-07-13,0,0,0,2,0,2,0,2022,55.87387,-133.21478,2022-07-13 21:30,2022-07-14 04:27,2022-07-13T22:28:25,,206,POW,,,,,,,,,,Alaska,0.28974537,0.331412037,0.249409722,0,11.9,11.7,12.8,87.57142857,83,89,4,0.587301587,190.9742769,Meteostat,,,,,,255,194,59,,48.88809967,LANO,0,0,0,206
124,206,Transects,2022-07-13,0,0,0,2,0,2,0,2022,55.87387,-133.21478,2022-07-13 21:30,2022-07-14 04:27,2022-07-13T22:28:25,,206,POW,,,,,,,,,,Alaska,0.28974537,0.331412037,0.249409722,0,11.9,11.7,12.8,87.57142857,83,89,4,0.587301587,190.9742769,Meteostat,,,,,,255,194,59,,48.88809967,MYCA,0,0,0,206
182,206,Transects,2022-07-13,0,0,0,2,0,2,0,2022,55.87387,-133.21478,2022-07-13 21:30,2022-07-14 04:27,2022-07-13T22:28:25,,206,POW,,,,,,,,,,Alaska,0.28974537,0.331412037,0.249409722,0,11.9,11.7,12.8,87.57142857,83,89,4,0.587301587,190.9742769,Meteostat,,,,,,255,194,59,,48.88809967,MYEV,2,2,2,206
240,206,Transects,2022-07-13,0,0,0,2,0,2,0,2022,55.87387,-133.21478,2022-07-13 21:30,2022-07-14 04:27,2022-07-13T22:28:25,,206,POW,,,,,,,,,,Alaska,0.28974537,0.331412037,0.249409722,0,11.9,11.7,12.8,87.57142857,83,89,4,0.587301587,190.9742769,Meteostat,,,,,,255,194,59,,48.88809967,MYLU,0,0,0,206
298,206,Transects,2022-07-13,0,0,0,2,0,2,0,2022,55.87387,-133.21478,2022-07-13 21:30,2022-07-14 04:27,2022-07-13T22:28:25,,206,POW,,,,,,,,,,Alaska,0.28974537,0.331412037,0.249409722,0,11.9,11.7,12.8,87.57142857,83,89,4,0.587301587,190.9742769,Meteostat,,,,,,255,194,59,,48.88809967,MYVO,2,2,2,206
356,206,Transects,2022-07-13,0,0,0,2,0,2,0,2022,55.87387,-133.21478,2022-07-13 21:30,2022-07-14 04:27,2022-07-13T22:28:25,,206,POW,,,,,,,,,,Alaska,0.28974537,0.331412037,0.249409722,0,11.9,11.7,12.8,87.57142857,83,89,4,0.587301587,190.9742769,Meteostat,,,,,,255,194,59,,48.88809967,MYYU,0,0,0,206
9,206,Transects,2022-07-14,0,0,1,0,0,0,0,2022,55.87387,-133.21478,2022-07-14 21:29,2022-07-15 04:29,2022-07-14T22:56:15,,206,POW,,,,,,,,,,Alaska,0.291608796,0.333275463,0.231087963,0,12.925,12.2,13.9,90.125,87,94,4,1.229166667,194.7742769,Meteostat,,,,,,256,195,60,,48.88809967,LACI,0,0,0,206
43,34338,Transects,2022-07-14,0,0,0,0,1,0,0,2022,59.46394,-139.59129,2022-07-14 22:21,2022-07-15 04:27,2022-07-14T23:47:36,,34338,Yakutat,,,,,,,,,,Alaska,0.253969907,0.295636574,0.194340278,0,12.05714286,10,13.3,90.28571429,87,96,0,0.817460317,152.8140788,Meteostat,,,,,,1769,195,60,,25.78700066,LACI,0,0,0,34338
67,206,Transects,2022-07-14,0,0,1,0,0,0,0,2022,55.87387,-133.21478,2022-07-14 21:29,2022-07-15 04:29,2022-07-14T22:56:15,,206,POW,,,,,,,,,,Alaska,0.291608796,0.333275463,0.231087963,0,12.925,12.2,13.9,90.125,87,94,4,1.229166667,194.7742769,Meteostat,,,,,,256,195,60,,48.88809967,LANO,0,0,0,206
101,34338,Transects,2022-07-14,0,0,0,0,1,0,0,2022,59.46394,-139.59129,2022-07-14 22:21,2022-07-15 04:27,2022-07-14T23:47:36,,34338,Yakutat,,,,,,,,,,Alaska,0.253969907,0.295636574,0.194340278,0,12.05714286,10,13.3,90.28571429,87,96,0,0.817460317,152.8140788,Meteostat,,,,,,1769,195,60,,25.78700066,LANO,0,0,0,34338
125,206,Transects,2022-07-14,0,0,1,0,0,0,0,2022,55.87387,-133.21478,2022-07-14 21:29,2022-07-15 04:29,2022-07-14T22:56:15,,206,POW,,,,,,,,,,Alaska,0.291608796,0.333275463,0.231087963,0,12.925,12.2,13.9,90.125,87,94,4,1.229166667,194.7742769,Meteostat,,,,,,256,195,60,,48.88809967,MYCA,1,1,1,206
159,34338,Transects,2022-07-14,0,0,0,0,1,0,0,2022,59.46394,-139.59129,2022-07-14 22:21,2022-07-15 04:27,2022-07-14T23:47:36,,34338,Yakutat,,,,,,,,,,Alaska,0.253969907,0.295636574,0.194340278,0,12.05714286,10,13.3,90.28571429,87,96,0,0.817460317,152.8140788,Meteostat,,,,,,1769,195,60,,25.78700066,MYCA,0,0,0,34338
183,206,Transects,2022-07-14,0,0,1,0,0,0,0,2022,55.87387,-133.21478,2022-07-14 21:29,2022-07-15 04:29,2022-07-14T22:56:15,,206,POW,,,,,,,,,,Alaska,0.291608796,0.333275463,0.231087963,0,12.925,12.2,13.9,90.125,87,94,4,1.229166667,194.7742769,Meteostat,,,,,,256,195,60,,48.88809967,MYEV,0,0,0,206
